filename,sentence,noun,adjective,distance
Barahona_acteon.xml,"Cuál dellas nadó más trecho; cuál dellas más a provecho; cuál dellas se zambulló, y cuál el lago cercó, vuelto al cielo el rostro y pecho.",lago,vuelto,3
Barahona_acteon.xml,"Otras ante él se ponían, porque la vista cebase en lo que le descubrían, y a Diana no mirase, que era lo que más temían: porque es punto de primor, si de pena o de dolor se halla el hombre cercado, escoger, si es avisado, de dos daños el menor.",daños,menor,2
Barahona_acteon.xml,"Vido el rostro sin igual, los topacios y el coral, puestos por arte sutil, el aljófar y el marfil, la púrpura y el cristal.",topacios,puestos,5
Barahona_acteon.xml,"Y, como yo lo hiciera, comenzó, que no debiera, con donaire y cortesía, a decir lo que sentía, y ojalá más no sintiera: «Alma preciosa que digna fuiste del cuerpo más bello que la vista determina, o seas humana, si sello pudieras, sin ser divina; o seas del sublime coro, que por tal te creo y adoro; o seas la virgen buscada que fue de Plutón robada entre Pachino y Peloro; o seas desta arboleda ninfa, o de estas claras fuentes, o la que en mudable rueda levanta y abaja gentes, sin jamás tenerla queda; sé tú quienquiera que seas, así entre tus manos veas la cosa más deseada si hay alguna tan sagrada que desees y no poseas; y así consigas vitoria del que causó turbación algún tiempo en tu memoria, si puede caber pasión en almas llenas de gloria, que...».",cuerpo,bello,2
Barahona_acteon.xml,"Y, como yo lo hiciera, comenzó, que no debiera, con donaire y cortesía, a decir lo que sentía, y ojalá más no sintiera: «Alma preciosa que digna fuiste del cuerpo más bello que la vista determina, o seas humana, si sello pudieras, sin ser divina; o seas del sublime coro, que por tal te creo y adoro; o seas la virgen buscada que fue de Plutón robada entre Pachino y Peloro; o seas desta arboleda ninfa, o de estas claras fuentes, o la que en mudable rueda levanta y abaja gentes, sin jamás tenerla queda; sé tú quienquiera que seas, así entre tus manos veas la cosa más deseada si hay alguna tan sagrada que desees y no poseas; y así consigas vitoria del que causó turbación algún tiempo en tu memoria, si puede caber pasión en almas llenas de gloria, que...».",seas,arboleda,2
Barahona_acteon.xml,"Y, como yo lo hiciera, comenzó, que no debiera, con donaire y cortesía, a decir lo que sentía, y ojalá más no sintiera: «Alma preciosa que digna fuiste del cuerpo más bello que la vista determina, o seas humana, si sello pudieras, sin ser divina; o seas del sublime coro, que por tal te creo y adoro; o seas la virgen buscada que fue de Plutón robada entre Pachino y Peloro; o seas desta arboleda ninfa, o de estas claras fuentes, o la que en mudable rueda levanta y abaja gentes, sin jamás tenerla queda; sé tú quienquiera que seas, así entre tus manos veas la cosa más deseada si hay alguna tan sagrada que desees y no poseas; y así consigas vitoria del que causó turbación algún tiempo en tu memoria, si puede caber pasión en almas llenas de gloria, que...».",cosa,deseada,2
Barahona_acteon.xml,Y ¿quién vio en el alborada la fresca aurora rosada?,aurora,alborada,3
Barahona_acteon.xml,Pues con gesto más galano volvió el rostro soberano la casta diosa enojada.,gesto,galano,2
Barahona_acteon.xml,Pues con gesto más galano volvió el rostro soberano la casta diosa enojada.,casta,enojada,2
Barahona_acteon.xml,"Los ojos abrió mayores y más largo tendió el cuello; percibió más los olores; mudó en pelo el tierno vello, teñido de dos colores; las orejas se extendieron; las carnes se endurecieron, y adornaron su cabeza dos cuernos que, a poca pieza, sus doce puntas tuvieron.",tierno,teñido,3
Barahona_acteon.xml,"Quizá es mi dicha o planeta que en todo fuiste perfeta; pues eres, sin haber mella, noble y discreta cual bella, bella cual noble y discreta.",mella,noble,2
Barahona_acteon.xml,"Hasme, señora, abatido, apocado, entorpecido, y no con tanta razón como Diana a Acteón, de hombre en bestia convertido.",señora,abatido,2
Barahona_acteon.xml,"Hasme, señora, abatido, apocado, entorpecido, y no con tanta razón como Diana a Acteón, de hombre en bestia convertido.",señora,apocado,4
Barahona_acteon.xml,"Hasme, señora, abatido, apocado, entorpecido, y no con tanta razón como Diana a Acteón, de hombre en bestia convertido.",hombre,convertido,3
Barahona_acteon.xml,"El odio en placer mudado, le miraban con gran risa las ninfas al desdichado, burlando de la divisa del gallardo enamorado.",odio,mudado,3
Barahona_acteon.xml,"Y él, viéndolas tan mudadas, como aún la suya ignorase, ¡oh necedades usadas! ¿Quién duda que no pensase que le eran aficionadas?",viéndolas,mudadas,2
Barahona_acteon.xml,"Mas un provechoso engaño poco dura y mucho duele, y más éste en ser tamaño: hizo el agua lo que suele y demostrole su daño.",engaño,dura,2
Barahona_acteon.xml,"Mas contemple el que más sabe quién hay de pecho tan duro, quién tan fuerte, que se alabe que pudo dormir seguro con ladrones y sin llave.",pecho,duro,2
Barahona_acteon.xml,"No huye tan diligente el can de rabia herido cuando descuidadamente su rostro pintado vido en la clara y limpia fuente, cuanto, sin tardarse nada, viendo su cara afeada, huyó el cuitado amador; que es la vergüenza mayor ante la persona amada.",fuente,clara,3
Barahona_acteon.xml,"¡Oh tú, Tiresias dichoso, que viste un cuerpo desnudo, tan divino y más piadoso, aunque yo no sé si pudo ser tan gentil y hermoso! Tú, en el yerro igual conmigo, sin querer fuiste testigo: bañar en su fuente viste a Minerva, y recebiste mayor premio que castigo.",cuerpo,divino,4
Barahona_acteon.xml,"De lumbre fuiste privado, y otra te dio con que vieses lo futuro por pasado, y un tal bastón con que fueses más que con vista guiado.",lumbre,privado,2
Barahona_acteon.xml,"Castigos bien desiguales: que a ti los ojos mortales, y a mí todos me faltaron, y ésos y aquéstos miraron los secretos celestiales».",Castigos,desiguales,2
Barahona_acteon.xml,"Y, habiéndolos conocido, olvidado de quien era, como poco ha lo había sido, quiso estarse, y mejor fuera; que ahorrara lo corrido.",habiéndolos,olvidado,3
Barahona_acteon.xml,"Pues los demás, enseñados a acometer y sagaces en rastrear, que ocupados tenían por ambas haces los montes jamás cortados, los aires despedazando con la nariz, y buscando los demás con sus ladridos, llegaron a los gemidos del que estaban desmembrando.",montes,cortados,2
Barahona_acteon.xml,"Buscábanle con hervor, con cuidado y vigilancia; piensan que sin su señor era menos su ganancia, ¡y fuera sin él mayor! Él a su nombre quisiera responderles, si pudiera; mas alzábales la cara, y harto más se holgara si nunca jamás los viera.",ganancia,mayor,7
Barahona_vertumno.xml,"La extraña fuerza de amor, de la belleza los daños y el peligro no menor, y de los cansados años la sutileza y primor, cantará la musa mía, si vos, que le dais aliento y valor en tal porfía le dierdes oído atento, que será darle osadía.",peligro,menor,2
Barahona_vertumno.xml,"Entre las ninfas más bellas que a las plantas concedieron para guarda las estrellas, y con las mismas nacieron y suelen morir con ellas, Pomona fue más hermosa, más discreta y más esquiva, y en su oficio más airosa; que, para que siempre viva, fue después mudada en diosa.",ninfas,bellas,2
Barahona_vertumno.xml,"Entre las ninfas más bellas que a las plantas concedieron para guarda las estrellas, y con las mismas nacieron y suelen morir con ellas, Pomona fue más hermosa, más discreta y más esquiva, y en su oficio más airosa; que, para que siempre viva, fue después mudada en diosa.",oficio,airosa,2
Barahona_vertumno.xml,"Ningún contento sentía en la pesca por los ríos, ni en el bosque en montería, ansí en los secos estíos como en la sazón más fría.",estíos,fría,6
Barahona_vertumno.xml,"Mil árboles olorosos, mil gentiles y crecidos, mil acopados y umbrosos, mil abiertos y extendidos, con la luz del sol hermosos; mil yerbas no conocidas, cuál con flores olorosas, cuál con frutas ya crecidas, ya entre sus tallos medrosas, ya en sus capullos metidas.",yerbas,conocidas,2
Barahona_vertumno.xml,"Mil árboles olorosos, mil gentiles y crecidos, mil acopados y umbrosos, mil abiertos y extendidos, con la luz del sol hermosos; mil yerbas no conocidas, cuál con flores olorosas, cuál con frutas ya crecidas, ya entre sus tallos medrosas, ya en sus capullos metidas.",frutas,crecidas,2
Barahona_vertumno.xml,"Con hojoso y verde pino ceñido el fauno las sienes, ¡que luchó con su designo para hacer con sus bienes y cuán mal siempre le avino!",pino,hojoso,3
Barahona_vertumno.xml,"¿Qué cautelas o qué engaños no hizo el viejo Sileno, bien más mozo que sus años?",cautelas,mozo,12
Barahona_vertumno.xml,"Entre los de amor heridos Vertuno es quien más gemía, cosa nueva a los nacidos: que en figuras se volvía y trajes no conocidos.",cosa,nacidos,4
Barahona_vertumno.xml,"Entre los de amor heridos Vertuno es quien más gemía, cosa nueva a los nacidos: que en figuras se volvía y trajes no conocidos.",trajes,conocidos,2
Barahona_vertumno.xml,"Do hay tibieza no hay amor, ni hay grados de más y menos en el que es fino amador; todos los amantes buenos han de ir a más y mejor.",grados,amador,10
Barahona_vertumno.xml,"Y, sobre un bordón ñudoso, fingiendo el vigor ya muerto, puso el pecho cauteloso, y así se fue para el güerto que lo hizo venturoso.",vigor,muerto,2
Barahona_vertumno.xml,"Vengo, hija, fatigada, porque no puedo hallar una yerba muy preciada con que se suele cobrar la flor del rostro robada.",yerba,preciada,2
Barahona_vertumno.xml,Dicen que éste antiguamente fue una dama muy piadosa que murió de un accidente: por esto Venus la diosa la mudó en fruto excelente.,dama,piadosa,2
Barahona_vertumno.xml,"Como sois mozas altivas, todo el mundo despreciáis; sois zahareñas y esquivas; de do viene que seáis piedras, muertas; diosas, vivas.",piedras,vivas,6
Barahona_vertumno.xml,"¿Quién se espantará que el cielo con vosotras esté airado, pues, con vuestro odioso yelo, las gracias que él os ha dado queréis negarlas al suelo?",vuestro,yelo,2
Barahona_vertumno.xml,"Los animales, las aves, que por todo el mundo extienden sus caras prendas suaves, otra cosa no pretenden sino durar, como sabes.",caras,suaves,2
Barahona_vertumno.xml,"Cual el labrador astuto, que, sabiendo que el ivierno viene cubierto de luto, coge en el verano tierno el alegre y dulce fruto.",fruto,alegre,3
Barahona_vertumno.xml,"También me acuerdo que un día, afligido por tu amor, le vi que bueyes uncía, convertido en labrador, que yo no le conocía.",día,afligido,2
Bermudez_narciso.xml,"I Hurtos del ocio os doy, pies numerosos que de zuecos calcé engañando días, bucólicos castigos amorosos, que hoy lamentan al Sol auroras frías",bucólicos,amorosos,2
Bermudez_narciso.xml,"Fábula atrevo al soberano canto, que (sagrado Anfión) lográis con tino alternando al rumor del plectro santo dulce a David, y a Salomón divino.",plectro,dulce,2
Bermudez_narciso.xml,"Vos en nuestra verdad profundo, cuanto sáfico griego, hexámetro latino materna voz premiad, que en la mentira tal vez moral virtud cubierta admira.",hexámetro,voz,3
Bermudez_narciso.xml,"Vos en nuestra verdad profundo, cuanto sáfico griego, hexámetro latino materna voz premiad, que en la mentira tal vez moral virtud cubierta admira.",hexámetro,premiad,4
Bermudez_narciso.xml,"Vos en nuestra verdad profundo, cuanto sáfico griego, hexámetro latino materna voz premiad, que en la mentira tal vez moral virtud cubierta admira.",mentira,moral,3
Bermudez_narciso.xml,"Vos en nuestra verdad profundo, cuanto sáfico griego, hexámetro latino materna voz premiad, que en la mentira tal vez moral virtud cubierta admira.",virtud,admira,2
Bermudez_narciso.xml,"Del verbo, For, Hermógenes deriva fábula, donde en dulces locuciones apócrifa al ingenio perspectiva, soberanas encumbre admiraciones; Alemón, en escuela primitiva, veneración de Euclides y Platones, investigó el principio, y torpe Jonia, Milesia infama, fabula Alemonia.",locuciones,soberanas,6
Bermudez_narciso.xml,"Mendigado papel, ruda corteza necesitó el ingenio a esta mentira, y las obras burló a naturaleza, pues en sus copias fábulas admira, muda Filosofía es su agudeza, simple apologizar a un dios aspira, que en la transformación, y en la pintura yace bañado el Sol de sombra oscura.",agudeza,simple,2
Bermudez_narciso.xml,"Reducida a materias diferentes varios nombres concibe, pues se llama apología, o moral; cuando prudentes y racionales, la razón se infama: cuando dioses describe omnipotentes, genealógica voz el vulgo aclama, mitológica invoca cuando entiende que en sí secreto natural suspende.",razón,prudentes,5
Bermudez_narciso.xml,"Sea fábula, pues, mudo conceto de la verdad, por ella vestigable, aviso en jeroglífico discretoSol, anagrama en oráculo inefable: no admito la que Jonia usó en Mileto, la que en Atenas sí, Grecia admirable; diamante flor lamento en fuente bella, lisonja del cristal, que burla della.",anagrama,mudo,15
Bermudez_narciso.xml,"Poderoso calor, lugar seguro, del lince Sol apenas penetrado, herido con temor de aliento puro, pues respirando en él siempre ha templado bordado pabellón de verde oscuro, con racimos de plata alcarchofado, su honestidad atreven, y aun a solas el pie recata a las traviesas olas.",lince,penetrado,3
Bermudez_narciso.xml,"Poderoso calor, lugar seguro, del lince Sol apenas penetrado, herido con temor de aliento puro, pues respirando en él siempre ha templado bordado pabellón de verde oscuro, con racimos de plata alcarchofado, su honestidad atreven, y aun a solas el pie recata a las traviesas olas.",lince,herido,5
Bermudez_narciso.xml,"Poderoso calor, lugar seguro, del lince Sol apenas penetrado, herido con temor de aliento puro, pues respirando en él siempre ha templado bordado pabellón de verde oscuro, con racimos de plata alcarchofado, su honestidad atreven, y aun a solas el pie recata a las traviesas olas.",pabellón,oscuro,3
Bermudez_narciso.xml,"Desnuda ya, las hiedras desasidas de los esposos olmos se juzgaban, y a sus gentiles miembros traducidas, inmortales abrazos fulminaban: las parras amorosas y atrevidas requiebros de jacintos le tiraban, los árboles gemían, y las flores le rendían espíritus olores.",parras,requiebros,4
Bermudez_narciso.xml,"Voces al viento carga en tierno lloro, tal vez mintiendo Amor, tal vez ingrata, ninfas invoca, aclama virgen coro, mas ni halago, ni enojo la rescata: mezcla al mar que al Sol tira, grifos de oro el descompuesto dios ondas de plata, y naufragante amor, en la fortuna nada rayos del Sol y de la luna.",descompuesto,ondas,2
Bermudez_narciso.xml,"Ya le dice rigor y ya terneza, ya cortés le reporta, y ya enojada, medrando en todo efecto más belleza, más alma en toda perla derramada: él suspende y engaña la fiereza: mas no con voz, con alma articulada, y ella viendo que a agravio se remite, prestándose a una hiedra, así repite.",cortés,reporta,2
Bermudez_narciso.xml,"Ya le dice rigor y ya terneza, ya cortés le reporta, y ya enojada, medrando en todo efecto más belleza, más alma en toda perla derramada: él suspende y engaña la fiereza: mas no con voz, con alma articulada, y ella viendo que a agravio se remite, prestándose a una hiedra, así repite.",efecto,belleza,2
Bermudez_narciso.xml,"“No causes que tu errante monarquía dé ejércitos de vidro a otras riberas, y estéril sin la limpia infantería campos no asaltes, puebles primaveras, seco lamentarás la ofensa mía, si obras el mal, si el daño perseveras”.",campos,asaltes,2
Bermudez_narciso.xml,"“Oh Liriope”, dice, “no es vitoria vencer dormido amor, que amor dormido causa al torpe apetito infame gloria, y en la infamia jamás gusto ha cabido: despierta, en mí serás eterna historia, que río amante soy, no río olvido; vive mi alcázar donde (pues te adoro) lechos reposes de esmeraldas i oro”.",apetito,gloria,2
Bermudez_narciso.xml,"“Oh Liriope”, dice, “no es vitoria vencer dormido amor, que amor dormido causa al torpe apetito infame gloria, y en la infamia jamás gusto ha cabido: despierta, en mí serás eterna historia, que río amante soy, no río olvido; vive mi alcázar donde (pues te adoro) lechos reposes de esmeraldas i oro”.",infamia,gusto,2
Bermudez_narciso.xml,"Así enlazada vid el vidro quiebra, que iluminando estrellas fugitivas, orbes finge de plata, da culebra por margen de clavel, roscas lascivas; ya el solio pisa el dios, ya en él celebra muerto, al huésped difunto, obsequias vivas, y a talamo traslada peregrino que ilustre consta de un diamante fino.",talamo,peregrino,2
Bermudez_narciso.xml,"Un velo la codicia trasparente, nube sutil, que eclipsa con decoro joven dormida luz, que en blando oriente infunde en cuerpos sombras, almas oro: sus náyades convoca y diligente sale a servilla soberano coro, divinidad admira, y por el velo juzga Aurora sin sol, ve un Sol de hielo.",decoro,dormida,2
Bermudez_narciso.xml,"Un velo la codicia trasparente, nube sutil, que eclipsa con decoro joven dormida luz, que en blando oriente infunde en cuerpos sombras, almas oro: sus náyades convoca y diligente sale a servilla soberano coro, divinidad admira, y por el velo juzga Aurora sin sol, ve un Sol de hielo.",servilla,coro,2
Bermudez_narciso.xml,"Un velo la codicia trasparente, nube sutil, que eclipsa con decoro joven dormida luz, que en blando oriente infunde en cuerpos sombras, almas oro: sus náyades convoca y diligente sale a servilla soberano coro, divinidad admira, y por el velo juzga Aurora sin sol, ve un Sol de hielo.",servilla,admira,5
Bermudez_narciso.xml,"Cobarde suspensión, si no ambiciosa, tiranía inmortal, las ninfas baña, que en sueño miran peregrina hermosa y siempre fue mayor beldad extraña: a las pálidas luces mariposa, circulando su muerte el dios se engaña, cuando un ay dulcemente repetido precursor quiso ser del Sol dormido.",baña,ambiciosa,7
Bermudez_narciso.xml,"Rayos le restituye al cristal bello a las mejillas día, Aurora al labio, estrellas en las manos, al cabello, que del rostro redimen el agravio, del engaste se excusa el blanco cuello; queda más necio el dios, y amor más sabio pues saca, cuando él juzga que es decoro, cuchillos de marfil de vainas de oro.",amor,sabio,2
Bermudez_narciso.xml,"“Si redimes mi fe, familias de oro legislarás, serás la voz de cuantas dísticos dulces, lamentar sonoro carguen al viento en pesadumbres santas: no atropello rigor, piedad adoro, beldad venero, animo ingratas plantas, amante soy, tirano ser podía, mas donde hay puro amor, no hay tiranía”.",familias,legislarás,3
Bermudez_narciso.xml,"“Si redimes mi fe, familias de oro legislarás, serás la voz de cuantas dísticos dulces, lamentar sonoro carguen al viento en pesadumbres santas: no atropello rigor, piedad adoro, beldad venero, animo ingratas plantas, amante soy, tirano ser podía, mas donde hay puro amor, no hay tiranía”.",cuantas,dulces,2
Bermudez_narciso.xml,"A los ojos trocó la voz doliente, que en conceptos de lágrimas procura declararle su amor más vivamente, que es retórico el llanto en lengua pura: almas lágrimas vierte, ella las siente, culpa el desdén, bendice la hermosura, y amante hiedra ya, la palma ingrata sierpes de oro, y marfil hace en su plata.",amor,vivamente,2
Bermudez_narciso.xml,"A los ojos trocó la voz doliente, que en conceptos de lágrimas procura declararle su amor más vivamente, que es retórico el llanto en lengua pura: almas lágrimas vierte, ella las siente, culpa el desdén, bendice la hermosura, y amante hiedra ya, la palma ingrata sierpes de oro, y marfil hace en su plata.",almas,vierte,2
Bermudez_narciso.xml,"Suspende a los abrazos celestiales el curso el dios, las aguas lisonjeras retrogradan en montes desiguales pirámides, que forman más esferas babilonias fabrican los cristales; corriendo al sol, los vientos son riberas, ya nadan las estrellas limpias olas, burlando peces de argentadas colas.",estrellas,olas,2
Bermudez_narciso.xml,"El signo celestial, de fugitivos huéspedes, su epiciclo ve habitado, dora el Sol en las aguas signos vivos, y anegando la luz, escapa a nado; los que del centro espíritus esquivos malicia no engañó, red no ha burlado langostines de plata saltadores, lamentando el cristal, destroncan flores.",langostines,saltadores,3
Bermudez_narciso.xml,"Vulgo de ninfas divulgando agravios dejan los dioses, círculos haciendo, invidia celestial baña sus labios, vivas divinidades deshaciendo: Corene dice: “Afrenta en dioses sabios es villana elección”, y proponiendo el dino sentimiento en perlas bellas, cuantas lagrimas llora aumenta estrellas.",invidia,baña,2
Bermudez_narciso.xml,"“Casta ninfa gentil destas riberas, efidriade soy, corriente y pura, no profanada de robustas fieras, ni turbia de ave, que se pule y cura: capitán de mis plantas lisonjeras un gigante peñasco me asegura, que celoso del Sol que me pasea, no le permite al año que me vea”.",capitán,peñasco,7
Bermudez_narciso.xml,"“Si en las partes prosigo, labios rosas, perlas dientes conciben, cristal bello, mis mejillas compone siempre hermosas átomos de oro arena, es mi cabello, hierba esmeralda, niñas bulliciosas encarcela en mis ojos, marfil cuello gargantillas bellísimas desagua, siempre mi aliento es flor, mi lengua es agua”.",hermosas,arena,4
Bermudez_narciso.xml,"“Si en las partes prosigo, labios rosas, perlas dientes conciben, cristal bello, mis mejillas compone siempre hermosas átomos de oro arena, es mi cabello, hierba esmeralda, niñas bulliciosas encarcela en mis ojos, marfil cuello gargantillas bellísimas desagua, siempre mi aliento es flor, mi lengua es agua”.",niñas,encarcela,2
Bermudez_narciso.xml,"“Si en las partes prosigo, labios rosas, perlas dientes conciben, cristal bello, mis mejillas compone siempre hermosas átomos de oro arena, es mi cabello, hierba esmeralda, niñas bulliciosas encarcela en mis ojos, marfil cuello gargantillas bellísimas desagua, siempre mi aliento es flor, mi lengua es agua”.",gargantillas,desagua,2
Bermudez_narciso.xml,", dicen, “Tú, Himeneo, y más que el Sol al mundo pluvias de oro espíritus infunde en su deseo postran humanidad, rinden decoro al yugo dulce, al amoroso empleo, los dioses los reciben amorosos, que parabienes dan y son esposos”.",pluvias,espíritus,3
Bermudez_narciso.xml,"Sirenas infundía en todo acento, las aves que vagaban descuidadas grave sueño prendió, y sin movimiento en círculo sus pies buscan pesadas; duermen también los árboles, y el viento mueve en las hojas quejas mal formadas: ronquidos pienso que eran los que hacía, que sin darlo a entender también dormía.",aves,sueño,5
Bermudez_narciso.xml,"Sirenas infundía en todo acento, las aves que vagaban descuidadas grave sueño prendió, y sin movimiento en círculo sus pies buscan pesadas; duermen también los árboles, y el viento mueve en las hojas quejas mal formadas: ronquidos pienso que eran los que hacía, que sin darlo a entender también dormía.",hojas,formadas,3
Bermudez_narciso.xml,"Puso fin al encanto, y las riberas cobraron los espíritus perdidos, despertaron las aves lisonjeras extrañando los sitios y los nidos: las aguas desataron vidrieras, los arboles dulcísimos gemidos, la diosa vive, el coro se restaura, y el viento respiró en las flores aura.",coro,diosa,4
Bermudez_narciso.xml,"Divinidad mentira es su belleza, mentira flor los años juveniles, miente ingrato desdén, miente terneza, y miente las palabras más sutiles, mentira la formó naturaleza, y mentira sus miembros son gentiles, con mentira verdad, verdades mata, y es mentira pensar que verdad trata.",palabras,sutiles,2
Bermudez_narciso.xml,"Bellas mentiras son también pintadas, que verdades trasladan a lo escuro, y al fin país valiente, donde admira en fingido verdor verdad mentira.",fin,valiente,2
Bermudez_narciso.xml,"Liriope promete un paño de oro, donde matiza lisonjera aguja al fugitivo dios, fingido toro, que gigantes zafiros sobrepuja, descompuesta beldad en tierno lloro; a la espalda bellísima dibuja, que temiendo el cristal hecho pedazos, al estrellado cuello le da abrazos.",espalda,dibuja,2
Bermudez_narciso.xml,"Liriope promete un paño de oro, donde matiza lisonjera aguja al fugitivo dios, fingido toro, que gigantes zafiros sobrepuja, descompuesta beldad en tierno lloro; a la espalda bellísima dibuja, que temiendo el cristal hecho pedazos, al estrellado cuello le da abrazos.",cristal,pedazos,2
Bermudez_narciso.xml,"Otra dijo: “Dinero mal nacido he visto yo, y sin él, noble estimado, pagador pobre, contador perdido, con sueldo, y con honor fuerte soldado, lisonjero en palacios abatido, virtuoso en sus cámaras honrado, en hermosa ocasión prudencia fuerte, y al fin hombre contento con su suerte”.",honor,soldado,2
Bermudez_narciso.xml,"“Yo vi seguro honor en plaza y calle”, otra prosigue, “en coro mal seguro muda murmuración, lengua que calle secreto que fió al silencio oscuro: cierto valor en arrogante talle, reportación en ánimo perjuro, en ausencia firmeza verdadera, y hombre que verdad trate, que bien quiera”.",murmuración,seguro,2
