filename,title,author,pos_trigram,example
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,sol a veces
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,un claroescuro hermoso
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de las sombras
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,las sombras componiendo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,está el árbol
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,árbol que guardó
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,guardó el nombre
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,el nombre de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,árbol que parece
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,entristece la fruta
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la fruta en
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,fruta en sangre
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,en sangre bañada
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,a la morisca
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,con sus hojas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,sus hojas enriquece
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,otros árboles sin
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,árboles sin cuento
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,cuento de los
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,poblar la tierra
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la tierra con
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,tierra con su
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,con su cimiento
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,con sus pimpollos
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,pimpollos el viento
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,el viento De
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,viento De una
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,De una lucha
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,una lucha entre
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,un ruido dulcísimo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,escuchaba El sol
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,El sol en
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de varios olores
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de diversos colores
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,el viento disfrazado
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,alegre el sentido
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,el sentido del
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,Entre la arboleda
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,viva un güeco
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,un güeco de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,manaba el agua
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,sobre otra peña
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,por un arco
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,parte a parte
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,el arte a
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,arte a la
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,a la fantasía
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,a la par
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,la par crece
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,puerta para el
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,para el ameno
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,la tierra cavada
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,en edad alguna
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,en lumbre bañada
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,El margen de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,margen de césped
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,de césped vivo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,tierra al fugitivo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,en su lugar
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,su lugar nativo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,va las ondas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,las ondas terminando
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,con blandas ovas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,iban su curso
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,su curso cegando
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la corriente del
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,corriente del agua
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,la vista siente
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de la boca
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la boca a
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,boca a las
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,a las entrañas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,las entrañas de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,entrañas de sabor
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,marañas de olor
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,la frecuencia confusa
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de los pájaros
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,los pájaros hacía
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,musa la concertaba
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,goza esta fuente
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,el ganado pastoral
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,la diosa solía
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,olvidar la montería
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,en el líquido
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,rocío sus castos
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,llegada de sus
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de sus ninfas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,sus ninfas rodeada
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,flechas a una
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,manto le tomó
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,sudor la garganta
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la garganta de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,garganta de cristal
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,cristal que derritiera
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,cogió el cabello
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,de oro crespada
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,lazada lo añudó
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la ropa de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,ropa de grana
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,oro le quitó
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,descubriose un tesoro
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,el sol de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,pecho de masa
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,de masa celestial
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,una cañada de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,cañada de blanca
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,quitan el calzado
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,color se descubrió
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,florecer el prado
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,prado La pierna
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,La pierna gruesa
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,pie con un
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,con amoroso semblante
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de sus ropas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,sus ropas despojadas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,con delicados vasos
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,de mirra colmados
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de los nabateos
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,los nabateos collados
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,trajeron varias suertes
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,varias suertes de
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,suertes de conservas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de las frutas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,las frutas hicieron
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,el mundo cogieron
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,para la vida
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,a los dioses
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,los dioses debida
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,sobre aquel cuerpo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,aquel cuerpo divino
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,tuvo tanto valor
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,valor que mereciese
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,De la conserva
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,la conserva tomó
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,en su boca
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,su boca eterna
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,entre sus labios
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,Miró sus miembros
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,sus miembros en
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,miembros en vago
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,pavón que hicieron
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,hicieron tal estrago
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,escuadrón se echaron
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,arrancada en escuadra
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,en escuadra concertada
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,el lugar lleno
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,por el cielo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,el cielo sereno
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,de grullas larga
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,ropa al ojo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,al ojo importuna
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,cortando la corriente
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la corriente desde
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,corriente desde la
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,principio de la
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de la fuente
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,esconder las aguas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,iba el sol
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,gozoso el curso
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,con sus rayos
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,trajo tal sequedad
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,sequedad que dejó
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,dejó el mundo
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,el mundo anhelando
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,con la virtud
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la virtud con
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,crecer el mar
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,mar El viento
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,de la peña
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,peña el frío
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,frío le resistía
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,regía sus corros
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,hacía las pruebas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,las mudanzas do
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,dellas se zambulló
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_DET_NOUN,cielo el rostro
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",VERB_DET_NOUN,tenía una trepa
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,una trepa comenzada
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_DET,turbación en el
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,en el colegio
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,el colegio sagrado
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,dellas se escondieron
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,en las aguas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADJ,las aguas zambullidas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,la espalda volvieron
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_NOUN_ADJ,de ramas crecidas
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,árboles se cubrieron
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,A otras vieras
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,otras vieras sentar
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",ADP_DET_NOUN,a la cara
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_ADP,la cara sin
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",DET_NOUN_VERB,la vista cebase
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_ADP_NOUN,punto de primor
Barahona_acteon.xml,Fábula de Acteón,"Barahona de Soto, Luis",NOUN_PRON_VERB,dolor se halla
